Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
13;True;0;5;0;0,8337029
13;True;1;5;0;0,8337029
13;True;2;4;1;0,8244674
13;True;3;4;1;0,8086968
13;True;4;5;0;0,7847937
13;True;5;4;1;0,7869836
13;True;6;5;0;0,780534
13;True;7;5;0;0,7600448
13;True;8;5;0;0,7534965
13;True;9;5;0;0,7333413
13;True;10;4;1;0,7086063
13;True;11;5;0;0,6954532
13;True;12;5;0;0,6912883
13;True;13;5;0;0,6735196
13;True;14;5;1;0,6556925
13;True;15;5;0;0,6348003
13;True;16;5;0;0,6230642
13;True;17;5;0;0,6172253
13;True;18;5;0;0,6035458
13;True;19;5;0;0,5826544
13;True;20;4;1;0,5677604
13;True;21;5;0;0,5487255
13;True;22;5;0;0,5365282
13;True;23;4;1;0,5311109
13;True;24;5;0;0,5195196
13;True;25;5;0;0,5077397
13;True;26;5;0;0,4910212
13;True;27;5;0;0,4926628
13;True;28;4;1;0,4817584
13;True;29;5;0;0,4709071
13;True;30;3;2;0,4553171
13;True;31;5;1;0,443149
13;True;32;5;0;0,4493852
13;True;33;3;2;0,4344324
13;True;34;5;0;0,4552841
13;True;35;5;0;0,4419821
13;True;36;5;0;0,4320851
13;True;37;4;1;0,4510926
13;True;38;4;1;0,4345092
13;True;39;5;0;0,4262726

