Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
30;True;0;3;2;0,8339247
30;True;1;4;1;0,8339247
30;True;2;5;0;0,8453153
30;True;3;4;1;0,847229
30;True;4;5;0;0,8398994
30;True;5;5;0;0,8211743
30;True;6;5;1;0,8145621
30;True;7;5;0;0,7966918
30;True;8;5;0;0,7802275
30;True;9;4;1;0,7567728
30;True;10;4;1;0,7402171
30;True;11;5;0;0,7232754
30;True;12;4;1;0,7372361
30;True;13;5;0;0,7231138
30;True;14;5;0;0,7014846
30;True;15;5;0;0,7047363
30;True;16;5;0;0,6835798
30;True;17;5;0;0,669001
30;True;18;5;0;0,6539989
30;True;19;5;0;0,6300895
30;True;20;5;0;0,6161072
30;True;21;5;0;0,6004755
30;True;22;5;0;0,5805184
30;True;23;5;0;0,5674865
30;True;24;5;0;0,55489
30;True;25;5;0;0,5324804
30;True;26;4;1;0,520645
30;True;27;4;1;0,5095068
30;True;28;4;1;0,4924716
30;True;29;4;1;0,4925392
30;True;30;5;0;0,4833933
30;True;31;5;0;0,490908
30;True;32;5;0;0,4946792
30;True;33;5;0;0,4921347
30;True;34;5;0;0,4828977
30;True;35;5;0;0,4670198
30;True;36;5;1;0,4564476
30;True;37;4;1;0,4414439
30;True;38;5;0;0,4302498
30;True;39;5;0;0,4207709

