Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
26;True;0;4;1;0,8333693
26;True;1;5;0;0,8333693
26;True;2;5;0;0,8449609
26;True;3;5;0;0,8264892
26;True;4;5;0;0,7993864
26;True;5;5;0;0,781545
26;True;6;5;0;0,7554493
26;True;7;5;0;0,7390065
26;True;8;5;0;0,7226525
26;True;9;5;0;0,7006574
26;True;10;5;0;0,6849398
26;True;11;5;0;0,6702394
26;True;12;5;0;0,6475683
26;True;13;5;0;0,6334449
26;True;14;5;0;0,6126427
26;True;15;5;0;0,5992099
26;True;16;5;1;0,5859185
26;True;17;5;0;0,5665409
26;True;18;5;0;0,5543688
26;True;19;5;0;0,5592364
26;True;20;5;2;0,540917
26;True;21;5;0;0,5288147
26;True;22;5;1;0,5096137
26;True;23;4;1;0,511961
26;True;24;5;0;0,5113418
26;True;25;5;0;0,4931122
26;True;26;5;0;0,4965267
26;True;27;5;0;0,4838595
26;True;28;5;0;0,4759747
26;True;29;5;0;0,4617459
26;True;30;5;0;0,4514307
26;True;31;5;0;0,4368041
26;True;32;5;0;0,4272471
26;True;33;3;2;0,4175725
26;True;34;5;1;0,408195
26;True;35;5;1;0,3949139
26;True;36;5;0;0,3866273
26;True;37;3;2;0,390508
26;True;38;4;1;0,4010577
26;True;39;4;1;0,3862619

