Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
16;False;0;5;0;0,8328054
16;False;1;5;0;0,8328054
16;False;2;5;0;0,8234707
16;False;3;5;0;0,8054969
16;False;4;5;0;0,7786111
16;False;5;5;0;0,7638227
16;False;6;5;0;0,7492722
16;False;7;5;0;0,7242102
16;False;8;5;0;0,7079473
16;False;9;5;0;0,6870651
16;False;10;5;0;0,6719525
16;False;11;5;0;0,6570495
16;False;12;5;0;0,6373804
16;False;13;5;0;0,6232335
16;False;14;5;0;0,6001353
16;False;15;5;0;0,587144
16;False;16;5;0;0,5742577
16;False;17;5;0;0,5525021
16;False;18;5;0;0,5402237
16;False;19;5;0;0,5281479
16;False;20;5;0;0,509556
16;False;21;5;0;0,4963844
16;False;22;5;0;0,4810539
16;False;23;5;0;0,4701068
16;False;24;5;0;0,4545574
16;False;25;5;0;0,4444733
16;False;26;5;0;0,4339983
16;False;27;5;0;0,4195717
16;False;28;5;0;0,4101788
16;False;29;5;0;0,4008035
16;False;30;5;0;0,3874385
16;False;31;5;0;0,378463
16;False;32;5;0;0,3715779
16;False;33;5;0;0,3631136
16;False;34;5;0;0,35107
16;False;35;5;0;0,3431832
16;False;36;5;0;0,334553
16;False;37;5;0;0,3232802
16;False;38;5;0;0,3172353
16;False;39;5;0;0,3102614

