Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
11;False;0;5;0;0,8336408
11;False;1;5;1;0,8336408
11;False;2;5;0;0,8245099
11;False;3;3;2;0,8063316
11;False;4;5;0;0,7796688
11;False;5;5;0;0,7806965
11;False;6;5;0;0,7737941
11;False;7;5;0;0,7565879
11;False;8;5;0;0,7400681
11;False;9;5;0;0,7156057
11;False;10;4;1;0,6991536
11;False;11;5;0;0,6755214
11;False;12;5;0;0,6603802
11;False;13;4;1;0,651067
11;False;14;4;1;0,6364245
11;False;15;4;1;0,6176494
11;False;16;5;0;0,6221988
11;False;17;5;0;0,5984378
11;False;18;5;0;0,6138948
11;False;19;5;0;0,6000659
11;False;20;4;1;0,5802791
11;False;21;5;0;0,5672757
11;False;22;5;0;0,5564321
11;False;23;5;0;0,5549832
11;False;24;5;0;0,5429957
11;False;25;5;0;0,5286841
11;False;26;5;0;0,5168334
11;False;27;5;0;0,5052382
11;False;28;5;0;0,4887531
11;False;29;5;0;0,4796205
11;False;30;5;0;0,4669071
11;False;31;5;0;0,4515466
11;False;32;5;0;0,4429814
11;False;33;5;0;0,432947
11;False;34;5;0;0,4179685
11;False;35;5;0;0,4086923
11;False;36;5;0;0,3995985
11;False;37;5;0;0,3865699
11;False;38;5;1;0,3780864
11;False;39;5;0;0,3683175

