Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
2;True;0;5;1;0,8340685
2;True;1;5;0;0,8340685
2;True;2;5;0;0,8246651
2;True;3;5;0;0,8061252
2;True;4;4;1;0,7887833
2;True;5;5;0;0,7629579
2;True;6;5;0;0,7459351
2;True;7;5;0;0,7484742
2;True;8;5;0;0,724321
2;True;9;5;0;0,7093317
2;True;10;5;0;0,686086
2;True;11;5;0;0,6706755
2;True;12;5;0;0,6560182
2;True;13;5;0;0,6342224
2;True;14;5;0;0,6200666
2;True;15;5;0;0,6063427
2;True;16;5;0;0,5861444
2;True;17;5;0;0,5726311
2;True;18;5;0;0,5534151
2;True;19;5;1;0,5408127
2;True;20;5;0;0,528531
2;True;21;5;0;0,5107253
2;True;22;5;0;0,4993438
2;True;23;5;0;0,4982012
2;True;24;5;0;0,4870312
2;True;25;5;0;0,4763533
2;True;26;5;1;0,4611119
2;True;27;3;3;0,4510773
2;True;28;5;0;0,4410942
2;True;29;3;2;0,4262769
2;True;30;4;1;0,4165933
2;True;31;5;0;0,433814
2;True;32;5;1;0,4240488
2;True;33;5;0;0,4257185
2;True;34;4;1;0,4431453
2;True;35;5;0;0,4282478
2;True;36;5;0;0,4187223
2;True;37;5;1;0,4185984
2;True;38;5;0;0,4203951
2;True;39;5;0;0,4109311

