Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
12;True;0;5;0;0,8338355
12;True;1;4;1;0,8338355
12;True;2;5;0;0,8247948
12;True;3;5;0;0,8265595
12;True;4;5;0;0,7993085
12;True;5;5;0;0,7782826
12;True;6;5;0;0,7528457
12;True;7;5;0;0,7384208
12;True;8;5;0;0,7200381
12;True;9;5;0;0,6978902
12;True;10;5;0;0,6819822
12;True;11;5;0;0,6670186
12;True;12;5;0;0,6443614
12;True;13;5;0;0,6297382
12;True;14;5;0;0,6067401
12;True;15;5;0;0,5932602
12;True;16;5;0;0,5781184
12;True;17;5;0;0,5565749
12;True;18;5;0;0,5424855
12;True;19;5;0;0,5305955
12;True;20;5;0;0,5106294
12;True;21;5;0;0,4994952
12;True;22;5;0;0,4874578
12;True;23;5;0;0,4714567
12;True;24;5;0;0,4609259
12;True;25;5;0;0,4523982
12;True;26;4;1;0,4422886
12;True;27;4;1;0,428886
12;True;28;5;0;0,4194679
12;True;29;5;0;0,4115182
12;True;30;5;0;0,4134853
12;True;31;5;0;0,4158468
12;True;32;5;0;0,4019021
12;True;33;2;3;0,3942727
12;True;34;2;3;0,3855553
12;True;35;5;0;0,3731846
12;True;36;5;1;0,3650987
12;True;37;4;1;0,3584234
12;True;38;5;0;0,4029924
12;True;39;4;1;0,4166626

