Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
22;True;0;5;0;0,839316
22;True;1;5;0;0,839316
22;True;2;5;0;0,8299662
22;True;3;5;1;0,8117369
22;True;4;4;1;0,7846951
22;True;5;3;2;0,7752641
22;True;6;5;0;0,7654964
22;True;7;4;1;0,7488173
22;True;8;5;0;0,759024
22;True;9;5;0;0,734937
22;True;10;5;0;0,7273802
22;True;11;5;1;0,7135236
22;True;12;4;1;0,6900803
22;True;13;3;2;0,6748293
22;True;14;4;1;0,6805537
22;True;15;5;0;0,6796198
22;True;16;5;0;0,6942344
22;True;17;5;0;0,6924195
22;True;18;5;0;0,6698742
22;True;19;4;1;0,6551494
22;True;20;4;2;0,6333034
22;True;21;4;1;0,6190785
22;True;22;4;1;0,6051059
22;True;23;5;1;0,6202269
22;True;24;5;1;0,6174691
22;True;25;4;2;0,6328853
22;True;26;4;2;0,6293378
22;True;27;5;0;0,6300254
22;True;28;2;3;0,62707
22;True;29;5;1;0,6262327
22;True;30;5;0;0,6231353
22;True;31;4;1;0,6391382
22;True;32;5;0;0,6540331
22;True;33;3;2;0,6323828
22;True;34;4;1;0,6290445
22;True;35;5;1;0,6151503
22;True;36;3;3;0,6290342
22;True;37;4;2;0,6149434
22;True;38;5;1;0,6201642
22;True;39;5;1;0,6210184
Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
22;True;0;5;0;0,839316
22;True;1;5;0;0,839316
22;True;2;5;0;0,8299662
22;True;3;5;1;0,8117369
22;True;4;4;1;0,7846951
22;True;5;3;2;0,7752641
22;True;6;5;0;0,7654964
22;True;7;4;1;0,7488173
22;True;8;5;0;0,759024
22;True;9;5;0;0,734937
22;True;10;5;0;0,7273802
22;True;11;5;1;0,7135236
22;True;12;4;1;0,6900803
22;True;13;3;2;0,6748293
22;True;14;4;1;0,6805537
22;True;15;5;0;0,6796198
22;True;16;5;0;0,6942344
22;True;17;5;0;0,6924195
22;True;18;5;0;0,6698742
22;True;19;4;1;0,6551494
22;True;20;4;2;0,6333034
22;True;21;4;1;0,6190785
22;True;22;4;1;0,6051059
22;True;23;5;1;0,6202269
22;True;24;5;1;0,6174691
22;True;25;4;2;0,6328853
22;True;26;4;2;0,6293378
22;True;27;5;0;0,6300254
22;True;28;2;3;0,62707
22;True;29;5;1;0,6262327
22;True;30;5;0;0,6231353
22;True;31;4;1;0,6391382
22;True;32;5;0;0,6540331
22;True;33;3;2;0,6323828
22;True;34;4;1;0,6290445
22;True;35;5;1;0,6151503
22;True;36;3;3;0,6290342
22;True;37;4;2;0,6149434
22;True;38;5;1;0,6201642
22;True;39;5;1;0,6210184
Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
22;True;0;5;0;0,839316
22;True;1;5;0;0,839316
22;True;2;5;0;0,8299662
22;True;3;5;1;0,8117369
22;True;4;4;1;0,7846951
22;True;5;3;2;0,7752641
22;True;6;5;0;0,7654964
22;True;7;4;1;0,7488173
22;True;8;5;0;0,759024
22;True;9;5;0;0,734937
22;True;10;5;0;0,7273802
22;True;11;5;1;0,7135236
22;True;12;4;1;0,6900803
22;True;13;3;2;0,6748293
22;True;14;4;1;0,6805537
22;True;15;5;0;0,6796198
22;True;16;5;0;0,6942344
22;True;17;5;0;0,6924195
22;True;18;5;0;0,6698742
22;True;19;4;1;0,6551494
22;True;20;4;2;0,6333034
22;True;21;4;1;0,6190785
22;True;22;4;1;0,6051059
22;True;23;5;1;0,6202269
22;True;24;5;1;0,6174691
22;True;25;4;2;0,6328853
22;True;26;4;2;0,6293378
22;True;27;5;0;0,6300254
22;True;28;2;3;0,62707
22;True;29;5;1;0,6262327
22;True;30;5;0;0,6231353
22;True;31;4;1;0,6391382
22;True;32;5;0;0,6540331
22;True;33;3;2;0,6323828
22;True;34;4;1;0,6290445
22;True;35;5;1;0,6151503
22;True;36;3;3;0,6290342
22;True;37;4;2;0,6149434
22;True;38;5;1;0,6201642
22;True;39;5;1;0,6210184

