Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
11;True;0;5;0;0,8335549
11;True;1;4;1;0,8335549
11;True;2;5;0;0,8242801
11;True;3;4;2;0,8030103
11;True;4;5;0;0,7961828
11;True;5;5;0;0,7811981
11;True;6;5;0;0,774785
11;True;7;5;0;0,7574925
11;True;8;5;0;0,7432392
11;True;9;5;1;0,7156508
11;True;10;5;0;0,6995103
11;True;11;5;0;0,6712908
11;True;12;4;1;0,6563393
11;True;13;5;0;0,6418952
11;True;14;5;0;0,6206782
11;True;15;4;1;0,624473
11;True;16;5;0;0,6121657
11;True;17;5;0;0,5926008
11;True;18;5;0;0,5904261
11;True;19;5;0;0,5790638
11;True;20;5;0;0,5628913
11;True;21;5;0;0,5504315
11;True;22;5;0;0,5379416
11;True;23;5;0;0,5200208
11;True;24;4;1;0,5084291
11;True;25;5;0;0,4968991
11;True;26;5;0;0,4804673
11;True;27;5;0;0,4698726
11;True;28;5;0;0,4717885
11;True;29;5;0;0,4612564
11;True;30;5;0;0,4477301
11;True;31;5;0;0,4377508
11;True;32;5;1;0,4279754
11;True;33;5;0;0,4136666
11;True;34;4;1;0,4027913
11;True;35;5;0;0,3939994
11;True;36;5;0;0,3852557
11;True;37;5;1;0,3875236
11;True;38;3;2;0,3901391
11;True;39;5;0;0,3769832

