Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
15;False;0;4;1;0,8335413
15;False;1;4;1;0,8335413
15;False;2;4;1;0,8446735
15;False;3;5;0;0,8297848
15;False;4;5;0;0,8383095
15;False;5;4;1;0,8188826
15;False;6;5;0;0,7942117
15;False;7;4;1;0,7793183
15;False;8;5;0;0,7700632
15;False;9;5;0;0,7525108
15;False;10;5;0;0,7470759
15;False;11;5;0;0,7330987
15;False;12;5;0;0,7077505
15;False;13;5;0;0,6920307
15;False;14;5;0;0,6664806
15;False;15;5;0;0,6513264
15;False;16;5;0;0,6407485
15;False;17;5;0;0,6193255
15;False;18;5;0;0,6025079
15;False;19;5;0;0,5890997
15;False;20;5;0;0,5696476
15;False;21;5;0;0,5566944
15;False;22;5;0;0,5443606
15;False;23;5;0;0,5281245
15;False;24;5;0;0,5163503
15;False;25;5;0;0,504824
15;False;26;5;0;0,488157
15;False;27;5;0;0,4770267
15;False;28;5;0;0,4661036
15;False;29;5;0;0,450266
15;False;30;5;0;0,4402797
15;False;31;5;0;0,4305537
15;False;32;5;0;0,4142698
15;False;33;5;0;0,4049502
15;False;34;5;0;0,3945171
15;False;35;5;0;0,3820059
15;False;36;5;0;0,373613
15;False;37;5;0;0,3665848
15;False;38;5;0;0,3583985
15;False;39;5;1;0,3469883

