Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
3;False;0;4;1;0,8333005
3;False;1;5;0;0,8333005
3;False;2;5;0;0,8444642
3;False;3;5;0;0,8256096
3;False;4;5;0;0,7982366
3;False;5;5;1;0,7805764
3;False;6;5;0;0,7544073
3;False;7;5;0;0,737705
3;False;8;5;0;0,7406968
3;False;9;5;0;0,7158868
3;False;10;5;0;0,7001074
3;False;11;5;0;0,6767756
3;False;12;5;0;0,661623
3;False;13;5;0;0,6470495
3;False;14;5;0;0,625289
3;False;15;5;0;0,6114512
3;False;16;5;0;0,5981699
3;False;17;5;0;0,5786446
3;False;18;5;0;0,5659338
3;False;19;5;0;0,5470867
3;False;20;5;0;0,5347424
3;False;21;5;0;0,5228078
3;False;22;5;0;0,5110971
3;False;23;5;0;0,4941723
3;False;24;5;0;0,4802066
3;False;25;5;0;0,4640943
3;False;26;5;0;0,4538197
3;False;27;5;0;0,4439274
3;False;28;5;0;0,4333234
3;False;29;5;0;0,4174033
3;False;30;5;0;0,4080948
3;False;31;3;2;0,3991769
3;False;32;5;0;0,386237
3;False;33;5;0;0,3777939
3;False;34;5;0;0,3693775
3;False;35;5;0;0,3611342
3;False;36;5;0;0,3739797
3;False;37;5;0;0,3658942
3;False;38;5;0;0,3536013
3;False;39;5;0;0,3456606

