Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
23;True;0;3;2;0,8335661
23;True;1;5;0;0,8335661
23;True;2;4;1;0,8563998
23;True;3;5;1;0,8373628
23;True;4;5;0;0,8101608
23;True;5;5;0;0,8034664
23;True;6;5;0;0,7880527
23;True;7;5;0;0,7702305
23;True;8;5;0;0,7426016
23;True;9;4;1;0,726256
23;True;10;5;2;0,7100531
23;True;11;5;0;0,6896577
23;True;12;4;1;0,6930254
23;True;13;5;0;0,7118025
23;True;14;5;0;0,6885024
23;True;15;5;0;0,6810043
23;True;16;5;0;0,6656983
23;True;17;4;1;0,6437068
23;True;18;5;0;0,6295432
23;True;19;5;0;0,6086053
23;True;20;5;0;0,6133457
23;True;21;5;0;0,5973189
23;True;22;5;0;0,5774587
23;True;23;5;0;0,5644506
23;True;24;5;0;0,5536979
23;True;25;5;0;0,535201
23;True;26;4;1;0,523734
23;True;27;4;1;0,5119982
23;True;28;5;0;0,4969404
23;True;29;4;1;0,4857377
23;True;30;4;1;0,4860309
23;True;31;4;1;0,4914592
23;True;32;5;0;0,4753277
23;True;33;3;3;0,4829032
23;True;34;3;2;0,4855829
23;True;35;4;1;0,485716
23;True;36;4;1;0,4732169
23;True;37;4;1;0,4829867
23;True;38;5;0;0,4997011
23;True;39;5;0;0,5004104

