Participant ID;MR;Wavenumber;Blocked;Missed;Average Flow
26;False;0;5;0;0,8334516
26;False;1;5;0;0,8334516
26;False;2;5;0;0,8242625
26;False;3;5;0;0,8083354
26;False;4;5;0;0,7787405
26;False;5;5;0;0,7620518
26;False;6;5;0;0,7423795
26;False;7;5;0;0,7174674
26;False;8;5;0;0,7039999
26;False;9;5;0;0,6831128
26;False;10;5;0;0,665594
26;False;11;5;0;0,6520731
26;False;12;5;0;0,631153
26;False;13;5;0;0,6169059
26;False;14;5;0;0,6030378
26;False;15;5;0;0,5852098
26;False;16;5;0;0,5721853
26;False;17;5;0;0,5556629
26;False;18;5;0;0,5412371
26;False;19;5;0;0,5273011
26;False;20;5;0;0,5103482
26;False;21;4;1;0,4990747
26;False;22;5;0;0,4880689
26;False;23;5;0;0,4719894
26;False;24;5;0;0,4772026
26;False;25;5;0;0,4666578
26;False;26;5;0;0,449616
26;False;27;5;0;0,4395788
26;False;28;4;1;0,4300273
26;False;29;5;0;0,413488
26;False;30;5;0;0,4047785
26;False;31;5;0;0,3943086
26;False;32;5;0;0,3966951
26;False;33;5;0;0,3879766
26;False;34;5;0;0,3750886
26;False;35;5;0;0,3669341
26;False;36;5;0;0,3611425
26;False;37;4;1;0,3501609
26;False;38;5;0;0,3423885
26;False;39;5;0;0,3348062

